family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon,faixa_renda,faixa_etaria_responsavel
FAM00240,ITAMARATY,RUA DA IGREJA - ITAMARATY,URBANA,3,1380,460.0,1,0,0,44,FUNDAMENTAL INCOMPLETO,MADEIRA,Rede geral,Fossa séptica,0,NIS100240,-3.621153,-39.501336,BAIXA RENDA,ADULTO (31-60)
FAM00241,ÁGUA FRIA,RUA DO ESTÁDIO - ÁGUA FRIA,RURAL,6,328,54.67,1,0,0,54,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100241,-3.63065,-39.501152,EXTREMA POBREZA,ADULTO (31-60)
FAM00242,FERRÃO,RUA SÃO PEDRO,RURAL,3,1294,431.33,0,0,0,46,NÃO SABE LER/ESCREVER,PALHA,Poço,Fossa rudimentar,0,NIS100242,-3.627015,-39.506934,BAIXA RENDA,ADULTO (31-60)
FAM00243,CASINHAS,RUA DO COMÉRCIO - CASINHAS,URBANA,3,600,200.0,1,0,1,43,NÃO SABE LER/ESCREVER,MADEIRA,Rede geral,Rede coletora,0,NIS100243,-3.626992,-39.499118,POBREZA,ADULTO (31-60)
FAM00244,NOVO ANGELIM,RUA DO COMÉRCIO,URBANA,3,2728,909.33,1,0,0,45,SUPERIOR INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100244,-3.623183,-39.501957,ACIMA 1/2 SM,ADULTO (31-60)
FAM00245,CENTRO,RUA DA ESCOLA - CENTRO,URBANA,5,1406,281.2,0,0,0,24,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100245,-3.620913,-39.503905,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00246,VOLTA,RUA DO MERCADO - VOLTA,URBANA,5,153,30.6,1,0,0,31,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100246,-3.624974,-39.497933,EXTREMA POBREZA,ADULTO (31-60)
FAM00247,CENTRO,RUA DO MERCADO - CENTRO,URBANA,3,479,159.67,1,0,0,45,FUNDAMENTAL COMPLETO,MADEIRA,Cisterna,Rede coletora,0,NIS100247,-3.622947,-39.503489,POBREZA,ADULTO (31-60)
FAM00248,VOLTA,RUA NOVA,URBANA,2,2342,1171.0,0,0,0,51,MÉDIO COMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100248,-3.621327,-39.500451,ACIMA 1/2 SM,ADULTO (31-60)
FAM00249,SANTA ÚRSULA,RUA NOVA - SANTA ÚRSULA,RURAL,2,4911,2455.5,0,0,0,33,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100249,-3.619907,-39.509503,ACIMA 1/2 SM,ADULTO (31-60)
FAM00250,SANTA ÚRSULA,RUA PRINCIPAL - SANTA ÚRSULA,RURAL,3,1046,348.67,1,0,0,45,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100250,-3.619199,-39.509156,BAIXA RENDA,ADULTO (31-60)
FAM00251,VOLTA,RUA NOSSA SENHORA - VOLTA,URBANA,2,982,491.0,0,0,0,56,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100251,-3.622984,-39.499359,BAIXA RENDA,ADULTO (31-60)
FAM00252,CASINHAS,RUA DO MERCADO - CASINHAS,URBANA,3,160,53.33,0,0,0,42,FUNDAMENTAL COMPLETO,OUTRA,Rede geral,Rede coletora,0,NIS100252,-3.627529,-39.497936,EXTREMA POBREZA,ADULTO (31-60)
FAM00253,SOBRADINHO,TRAVESSA DO SOL - SOBRADINHO,RURAL,5,576,115.2,1,0,0,49,SUPERIOR INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100253,-3.619241,-39.504885,POBREZA,ADULTO (31-60)
FAM00254,LAJEDOS,RUA 7 DE SETEMBRO - LAJEDOS,URBANA,4,1207,301.75,0,0,0,45,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100254,-3.625852,-39.503901,BAIXA RENDA,ADULTO (31-60)
FAM00255,ITAMARATY,RUA DO MERCADO - ITAMARATY,URBANA,2,1454,727.0,0,0,0,46,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100255,-3.619765,-39.503191,ACIMA 1/2 SM,ADULTO (31-60)
FAM00256,ALTO DA COLINA,RUA DO ESTÁDIO,URBANA,5,1705,341.0,1,0,0,40,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100256,-3.623476,-39.503831,BAIXA RENDA,ADULTO (31-60)
FAM00257,ITAMARATY,RUA NOSSA SENHORA,URBANA,3,378,126.0,1,0,0,21,NÃO SABE LER/ESCREVER,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100257,-3.619734,-39.499313,POBREZA,ADULTO JOVEM (19-30)
FAM00258,ITAMARATY,RUA DO MERCADO,URBANA,4,147,36.75,1,0,0,49,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100258,-3.620312,-39.501464,EXTREMA POBREZA,ADULTO (31-60)
FAM00259,NOVO ANGELIM,RUA FRANCISCO FERREIRA FONTENELES - NOVO ANGELIM,URBANA,3,304,101.33,1,0,0,40,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100259,-3.622674,-39.501496,EXTREMA POBREZA,ADULTO (31-60)
FAM00260,BANANAL,RUA 7 DE SETEMBRO - BANANAL,RURAL,7,3272,467.43,1,0,0,50,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa rudimentar,0,NIS100260,-3.627936,-39.507575,BAIXA RENDA,ADULTO (31-60)
FAM00261,CARRAPATO,RUA NOSSA SENHORA,RURAL,7,365,52.14,1,0,0,27,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,1,NIS100261,-3.63014,-39.511895,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00262,NOVO ANGELIM,RUA NOSSA SENHORA,URBANA,4,216,54.0,1,0,0,57,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100262,-3.624553,-39.50375,EXTREMA POBREZA,ADULTO (31-60)
FAM00263,ALTO DA COLINA,RUA DA ESCOLA,URBANA,8,775,96.88,0,0,0,37,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100263,-3.621214,-39.505431,EXTREMA POBREZA,ADULTO (31-60)
FAM00264,BANANAL,RUA NOSSA SENHORA,RURAL,6,569,94.83,1,0,0,36,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100264,-3.627801,-39.507464,EXTREMA POBREZA,ADULTO (31-60)
FAM00265,SÃO JOÃO,RUA PRINCIPAL - SÃO JOÃO,RURAL,4,1378,344.5,0,0,0,18,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100265,-3.617348,-39.507429,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00266,NOVO ANGELIM,RUA DO ESTÁDIO,URBANA,4,890,222.5,0,0,0,53,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,1,NIS100266,-3.62621,-39.503425,BAIXA RENDA,ADULTO (31-60)
FAM00267,ÁGUA FRIA,RUA DO ESTÁDIO - ÁGUA FRIA,RURAL,4,221,55.25,1,0,0,41,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100267,-3.629376,-39.501006,EXTREMA POBREZA,ADULTO (31-60)
FAM00268,OURO,RUA NOVA - OURO,RURAL,5,561,112.2,1,0,0,53,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100268,-3.623902,-39.512677,POBREZA,ADULTO (31-60)
FAM00269,ALTO DA COLINA,RUA DO ESTÁDIO - ALTO DA COLINA,URBANA,4,1641,410.25,0,0,0,58,MÉDIO COMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100269,-3.623899,-39.502676,BAIXA RENDA,ADULTO (31-60)
FAM00270,MUNDAÚ,AVENIDA CENTRAL - MUNDAÚ,RURAL,3,384,128.0,0,0,0,48,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100270,-3.625917,-39.509785,POBREZA,ADULTO (31-60)
FAM00271,CANTO ESCURO,RUA DO ESTÁDIO,RURAL,7,1217,173.86,0,0,0,32,MÉDIO COMPLETO,PALHA,Rede geral,Fossa rudimentar,0,NIS100271,-3.630244,-39.509281,POBREZA,ADULTO (31-60)
FAM00272,ALTO DA COLINA,RUA NOVA,URBANA,5,314,62.8,0,0,0,22,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100272,-3.62305,-39.503226,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00273,CENTRO,RUA DO CRUZEIRO - CENTRO,URBANA,4,379,94.75,0,0,0,35,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100273,-3.621645,-39.504262,EXTREMA POBREZA,ADULTO (31-60)
FAM00274,ALTO DA COLINA,TRAVESSA DO SOL - ALTO DA COLINA,URBANA,4,192,48.0,1,0,0,42,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100274,-3.623068,-39.503345,EXTREMA POBREZA,ADULTO (31-60)
FAM00275,CARRAPATO,RUA DA ESCOLA - CARRAPATO,RURAL,5,1055,211.0,0,0,0,58,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100275,-3.628951,-39.510151,BAIXA RENDA,ADULTO (31-60)
FAM00276,BELA VISTA,RUA NOSSA SENHORA,URBANA,4,227,56.75,1,0,0,74,MÉDIO COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100276,-3.621287,-39.502492,EXTREMA POBREZA,IDOSO (60+)
FAM00277,ANGELIM,AVENIDA CENTRAL,URBANA,1,526,526.0,0,0,0,44,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,1,NIS100277,-3.62241,-39.501546,BAIXA RENDA,ADULTO (31-60)
FAM00278,CASINHAS,TRAVESSA DO SOL - CASINHAS,URBANA,3,43,14.33,1,0,0,55,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100278,-3.628458,-39.501676,EXTREMA POBREZA,ADULTO (31-60)
FAM00279,SANTA ÚRSULA,RUA DO ESTÁDIO - SANTA ÚRSULA,RURAL,5,201,40.2,0,0,0,67,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100279,-3.620363,-39.509073,EXTREMA POBREZA,IDOSO (60+)
FAM00280,CASINHAS,AVENIDA CENTRAL - CASINHAS,URBANA,3,758,252.67,1,0,0,51,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100280,-3.625391,-39.501364,BAIXA RENDA,ADULTO (31-60)
FAM00281,AÇUDE DOS VIANAS,RUA PRINCIPAL - AÇUDE DOS VIANAS,RURAL,1,448,448.0,0,1,0,35,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100281,-3.627207,-39.502623,BAIXA RENDA,ADULTO (31-60)
FAM00282,ANGELIM,RUA DO COMÉRCIO,URBANA,5,616,123.2,1,0,1,19,SUPERIOR COMPLETO,MADEIRA,Rede geral,Fossa séptica,0,NIS100282,-3.621832,-39.502083,POBREZA,ADULTO JOVEM (19-30)
FAM00283,LAJEDOS,RUA DA ESCOLA - LAJEDOS,URBANA,3,609,203.0,0,0,0,23,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100283,-3.625928,-39.504152,POBREZA,ADULTO JOVEM (19-30)
FAM00284,CENTRO,RUA PRINCIPAL - CENTRO,URBANA,2,349,174.5,1,0,0,46,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100284,-3.621208,-39.505039,POBREZA,ADULTO (31-60)
FAM00285,LAJEDOS,TRAVESSA DO SOL,URBANA,1,2024,2024.0,0,0,0,42,SUPERIOR INCOMPLETO,MADEIRA,Poço,Fossa séptica,0,NIS100285,-3.626995,-39.503666,ACIMA 1/2 SM,ADULTO (31-60)
FAM00286,FERRÃO,RUA 7 DE SETEMBRO - FERRÃO,RURAL,3,1810,603.33,0,0,0,42,MÉDIO COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100286,-3.626327,-39.508969,BAIXA RENDA,ADULTO (31-60)
FAM00287,VOLTA,TRAVESSA DO SOL - VOLTA,URBANA,7,708,101.14,1,0,0,34,FUNDAMENTAL INCOMPLETO,OUTRA,Rede geral,Fossa séptica,0,NIS100287,-3.622231,-39.498955,EXTREMA POBREZA,ADULTO (31-60)
FAM00288,LAJEDOS,RUA DA IGREJA - LAJEDOS,URBANA,3,140,46.67,1,0,0,60,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100288,-3.624169,-39.502997,EXTREMA POBREZA,IDOSO (60+)
FAM00289,BELA VISTA,TRAVESSA DO SOL,URBANA,3,1753,584.33,0,0,1,39,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100289,-3.622111,-39.502234,BAIXA RENDA,ADULTO (31-60)
FAM00290,LAJEDOS,RUA NOVA - LAJEDOS,URBANA,2,304,152.0,1,0,0,38,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100290,-3.625458,-39.502172,POBREZA,ADULTO (31-60)
FAM00291,BOM JESUS,RUA FRANCISCO FERREIRA FONTENELES - BOM JESUS,RURAL,4,323,80.75,0,0,0,35,SUPERIOR INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100291,-3.628438,-39.507926,EXTREMA POBREZA,ADULTO (31-60)
FAM00292,SÃO JOÃO,TRAVESSA DO SOL,RURAL,4,644,161.0,0,0,0,40,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Vala a céu aberto,0,NIS100292,-3.618072,-39.507878,POBREZA,ADULTO (31-60)
FAM00293,AÇUDE DOS VIANAS,RUA DA IGREJA,RURAL,4,999,249.75,0,0,0,50,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100293,-3.626898,-39.503338,BAIXA RENDA,ADULTO (31-60)
FAM00294,CASINHAS,RUA DO CRUZEIRO - CASINHAS,URBANA,3,444,148.0,0,0,0,65,FUNDAMENTAL INCOMPLETO,OUTRA,Rede geral,Vala a céu aberto,0,NIS100294,-3.627166,-39.501501,POBREZA,IDOSO (60+)
FAM00295,ALTO DA COLINA,AVENIDA CENTRAL - ALTO DA COLINA,URBANA,1,970,970.0,0,0,0,25,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100295,-3.621676,-39.505016,ACIMA 1/2 SM,ADULTO JOVEM (19-30)
FAM00296,NOVO ANGELIM,RUA PRINCIPAL,URBANA,2,1221,610.5,0,0,0,34,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100296,-3.62465,-39.504672,BAIXA RENDA,ADULTO (31-60)
FAM00297,VOLTA,RUA SÃO PEDRO,URBANA,4,172,43.0,1,0,0,49,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100297,-3.623363,-39.498667,EXTREMA POBREZA,ADULTO (31-60)
FAM00298,VOLTA,RUA DO CRUZEIRO - VOLTA,URBANA,5,354,70.8,0,0,0,32,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100298,-3.622906,-39.497989,EXTREMA POBREZA,ADULTO (31-60)
FAM00299,BELA VISTA,RUA 7 DE SETEMBRO,URBANA,4,394,98.5,1,0,0,77,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100299,-3.622404,-39.503296,EXTREMA POBREZA,IDOSO (60+)
FAM00300,ANGELIM,RUA DA IGREJA - ANGELIM,URBANA,7,495,70.71,1,0,0,53,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100300,-3.623698,-39.501617,EXTREMA POBREZA,ADULTO (31-60)
FAM00301,CANTO ESCURO,RUA DO CRUZEIRO - CANTO ESCURO,RURAL,4,450,112.5,1,0,0,19,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100301,-3.629251,-39.50913,POBREZA,ADULTO JOVEM (19-30)
FAM00302,NOVO ANGELIM,AVENIDA CENTRAL - NOVO ANGELIM,URBANA,6,1422,237.0,0,0,0,39,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100302,-3.625151,-39.503653,BAIXA RENDA,ADULTO (31-60)
FAM00303,GUARIBUNA,RUA 7 DE SETEMBRO,RURAL,7,634,90.57,1,0,0,56,MÉDIO COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100303,-3.626402,-39.511588,EXTREMA POBREZA,ADULTO (31-60)
FAM00304,CANTO ESCURO,RUA DA IGREJA,RURAL,4,246,61.5,1,0,0,24,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100304,-3.627806,-39.509134,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00305,ITAMARATY,RUA NOVA - ITAMARATY,URBANA,4,314,78.5,1,0,0,61,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100305,-3.62139,-39.499605,EXTREMA POBREZA,IDOSO (60+)
FAM00306,NOVO ANGELIM,RUA DO CRUZEIRO,URBANA,4,818,204.5,1,0,0,23,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100306,-3.622691,-39.505305,POBREZA,ADULTO JOVEM (19-30)
FAM00307,NOVO ANGELIM,RUA DO CRUZEIRO - NOVO ANGELIM,URBANA,4,529,132.25,0,0,0,42,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100307,-3.625468,-39.501973,POBREZA,ADULTO (31-60)
FAM00308,SERRA DO SÍTIO,RUA DO MERCADO - SERRA DO SÍTIO,RURAL,3,1231,410.33,0,0,0,52,SUPERIOR INCOMPLETO,TAIPA REVESTIDA,Cisterna,Fossa séptica,0,NIS100308,-3.619929,-39.506095,BAIXA RENDA,ADULTO (31-60)
FAM00309,BANANAL,RUA SÃO PEDRO - BANANAL,RURAL,5,1273,254.6,0,0,0,39,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100309,-3.627462,-39.50818,BAIXA RENDA,ADULTO (31-60)
FAM00310,LAJEDOS,RUA DA ESCOLA - LAJEDOS,URBANA,3,549,183.0,0,0,0,33,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,1,NIS100310,-3.624708,-39.502553,POBREZA,ADULTO (31-60)
FAM00311,NOVO ANGELIM,RUA DA IGREJA - NOVO ANGELIM,URBANA,7,523,74.71,1,0,0,18,SUPERIOR INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100311,-3.624885,-39.50315,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00312,SÍTIO PIRAPORA,RUA FRANCISCO FERREIRA FONTENELES - SÍTIO PIRAPORA,RURAL,2,68,34.0,1,0,0,60,MÉDIO COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa séptica,0,NIS100312,-3.621786,-39.504716,EXTREMA POBREZA,IDOSO (60+)
FAM00313,ANGELIM,RUA DA ESCOLA - ANGELIM,URBANA,3,429,143.0,1,0,0,63,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100313,-3.621021,-39.501929,POBREZA,IDOSO (60+)
FAM00314,BARREIROS,TRAVESSA DO SOL - BARREIROS,RURAL,2,205,102.5,1,0,0,55,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,1,NIS100314,-3.628782,-39.506785,EXTREMA POBREZA,ADULTO (31-60)
FAM00315,LAJEDOS,RUA SÃO PEDRO - LAJEDOS,URBANA,4,1101,275.25,0,0,0,38,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100315,-3.625534,-39.504915,BAIXA RENDA,ADULTO (31-60)
FAM00316,VOLTA,RUA JOSÉ DE ALENCAR - VOLTA,URBANA,4,241,60.25,1,0,1,44,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100316,-3.622615,-39.501296,EXTREMA POBREZA,ADULTO (31-60)
FAM00317,MUNDAÚ,RUA JOSÉ DE ALENCAR - MUNDAÚ,RURAL,5,369,73.8,1,0,0,42,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100317,-3.624573,-39.508191,EXTREMA POBREZA,ADULTO (31-60)
FAM00318,SANTA ÚRSULA,RUA NOVA - SANTA ÚRSULA,RURAL,4,564,141.0,1,0,0,69,SUPERIOR COMPLETO,PALHA,Poço,Fossa séptica,0,NIS100318,-3.618452,-39.508992,POBREZA,IDOSO (60+)
FAM00319,CASINHAS,RUA JOSÉ DE ALENCAR - CASINHAS,URBANA,5,249,49.8,0,0,0,31,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100319,-3.62661,-39.500981,EXTREMA POBREZA,ADULTO (31-60)
FAM00320,SÍTIO PAU ALTO,RUA DO MERCADO - SÍTIO PAU ALTO,RURAL,5,249,49.8,1,0,0,38,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100320,-3.617342,-39.504973,EXTREMA POBREZA,ADULTO (31-60)
FAM00321,ITAMARATY,RUA DO CRUZEIRO - ITAMARATY,URBANA,5,1148,229.6,0,0,0,29,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100321,-3.620269,-39.500295,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00322,BELA VISTA,RUA DA ESCOLA - BELA VISTA,URBANA,8,993,124.12,0,0,0,26,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100322,-3.622199,-39.503033,POBREZA,ADULTO JOVEM (19-30)
FAM00323,CASINHAS,RUA DO CRUZEIRO,URBANA,2,296,148.0,1,0,0,26,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100323,-3.628127,-39.501487,POBREZA,ADULTO JOVEM (19-30)
FAM00324,SANTA MARIA,RUA SÃO PEDRO,RURAL,5,177,35.4,1,0,0,29,FUNDAMENTAL COMPLETO,PALHA,Cisterna,Vala a céu aberto,0,NIS100324,-3.621936,-39.508417,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00325,VOLTA,RUA PRINCIPAL,URBANA,5,1145,229.0,0,0,0,33,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100325,-3.62294,-39.500082,BAIXA RENDA,ADULTO (31-60)
FAM00326,ALTO DA COLINA,RUA DO CRUZEIRO - ALTO DA COLINA,URBANA,4,1069,267.25,0,0,0,18,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100326,-3.624962,-39.503636,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00327,ANGELIM,RUA NOVA - ANGELIM,URBANA,2,286,143.0,1,0,0,46,MÉDIO COMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100327,-3.62336,-39.501553,POBREZA,ADULTO (31-60)
FAM00328,SÍTIO PAU ALTO,RUA NOVA - SÍTIO PAU ALTO,RURAL,4,704,176.0,0,0,1,18,FUNDAMENTAL INCOMPLETO,PALHA,Cisterna,Fossa rudimentar,0,NIS100328,-3.616987,-39.506243,POBREZA,ADULTO JOVEM (19-30)
FAM00329,BAIXA GRANDE,RUA FRANCISCO FERREIRA FONTENELES,RURAL,4,342,85.5,0,0,0,33,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Vala a céu aberto,0,NIS100329,-3.631984,-39.505974,EXTREMA POBREZA,ADULTO (31-60)
FAM00330,ÁGUA FRIA,RUA NOVA - ÁGUA FRIA,RURAL,5,979,195.8,1,0,0,49,SUPERIOR COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100330,-3.629725,-39.501063,POBREZA,ADULTO (31-60)
FAM00331,ALTO SÃO JOÃO,RUA SÃO PEDRO - ALTO SÃO JOÃO,URBANA,5,352,70.4,1,1,0,67,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100331,-3.625638,-39.503723,EXTREMA POBREZA,IDOSO (60+)
FAM00332,BELA VISTA,RUA JOSÉ DE ALENCAR,URBANA,5,202,40.4,0,0,0,54,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100332,-3.620488,-39.503386,EXTREMA POBREZA,ADULTO (31-60)
FAM00333,JENIPAPO,RUA DO MERCADO - JENIPAPO,RURAL,4,652,163.0,0,0,1,19,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Rede geral,Vala a céu aberto,0,NIS100333,-3.627041,-39.513015,POBREZA,ADULTO JOVEM (19-30)
FAM00334,SANTA MARIA,RUA SÃO PEDRO - SANTA MARIA,RURAL,2,317,158.5,0,0,0,35,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100334,-3.623467,-39.507647,POBREZA,ADULTO (31-60)
FAM00335,ALTO DA COLINA,RUA 7 DE SETEMBRO,URBANA,4,2001,500.25,0,0,0,49,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100335,-3.622603,-39.5024,BAIXA RENDA,ADULTO (31-60)
