family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon
FAM00141,Alto São João,Rua Nossa Senhora - Alto São João,urbana,6,207,34.5,1,0,0,35,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100141,-3.626522,-39.502097
FAM00142,Jenipapo,Rua Nova - Jenipapo,rural,5,473,94.6,1,0,1,25,Não sabe ler/escrever,Taipa não revestida,Rede geral,Fossa rudimentar,1,NIS100142,-3.626422,-39.511516
FAM00143,Bela Vista,Rua Principal,urbana,2,453,226.5,0,0,0,45,Médio completo,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100143,-3.621909,-39.502682
FAM00144,Novo Angelim,Avenida Central - Novo Angelim,urbana,5,405,81.0,0,0,0,59,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100144,-3.625443,-39.503154
FAM00145,Novo Angelim,Travessa do Sol,urbana,4,641,160.25,1,0,0,54,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100145,-3.624116,-39.502925
FAM00146,Alto São João,Rua do Estádio,urbana,2,356,178.0,0,0,0,45,Médio completo,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100146,-3.627061,-39.500243
FAM00147,Centro,Rua do Cruzeiro - Centro,urbana,5,612,122.4,0,0,0,18,Fundamental completo,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100147,-3.621991,-39.504777
FAM00148,Santa Maria,Rua do Cruzeiro - Santa Maria,rural,6,436,72.67,0,0,0,56,Fundamental completo,Palha,Rede geral,Fossa rudimentar,0,NIS100148,-3.622888,-39.509689
FAM00149,Apertada Hora,Rua Francisco Ferreira Fonteneles - Apertada Hora,rural,3,304,101.33,0,0,0,53,Não sabe ler/escrever,Palha,Cisterna,Fossa séptica,0,NIS100149,-3.628542,-39.50354
FAM00150,Novo Angelim,Rua 7 de Setembro - Novo Angelim,urbana,2,113,56.5,0,0,1,19,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100150,-3.624369,-39.50421
FAM00151,Carrapato,Rua Nossa Senhora,rural,2,426,213.0,0,0,0,32,Fundamental incompleto,Taipa revestida,Poço,Vala a céu aberto,0,NIS100151,-3.628494,-39.512619
FAM00152,Sobradinho,Rua Principal,rural,3,228,76.0,1,0,1,46,Médio completo,Taipa não revestida,Poço,Fossa séptica,0,NIS100152,-3.619271,-39.503651
FAM00153,Alto da Colina,Rua Nova - Alto da Colina,urbana,2,253,126.5,1,1,0,54,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100153,-3.623254,-39.503528
FAM00154,Barreiros,Rua da Igreja - Barreiros,rural,3,228,76.0,0,0,0,57,Fundamental incompleto,Taipa não revestida,Poço,Vala a céu aberto,0,NIS100154,-3.628787,-39.507152
FAM00155,Alto São João,Rua do Comércio,urbana,4,2022,505.5,0,0,0,23,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100155,-3.625905,-39.501821
FAM00156,Jenipapo,Rua do Comércio,rural,1,711,711.0,0,0,0,40,Fundamental completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100156,-3.625836,-39.512814
FAM00157,Angelim,Rua José de Alencar,urbana,4,385,96.25,1,0,0,47,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100157,-3.623735,-39.500947
FAM00158,Belmonte,Rua do Estádio - Belmonte,rural,3,103,34.33,1,0,1,43,Médio completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100158,-3.628501,-39.507658
FAM00159,Bela Vista,Rua José de Alencar - Bela Vista,urbana,7,3029,432.71,1,0,0,45,Fundamental incompleto,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100159,-3.621069,-39.503398
FAM00160,Casinhas,Rua Principal - Casinhas,urbana,5,70,14.0,1,0,0,45,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100160,-3.627043,-39.4984
FAM00161,Centro,Rua do Cruzeiro - Centro,urbana,2,252,126.0,0,0,0,30,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100161,-3.623054,-39.505243
FAM00162,Casinhas,Rua do Estádio - Casinhas,urbana,4,702,175.5,1,0,0,61,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100162,-3.625832,-39.499966
FAM00163,Açude dos Vianas,Rua Principal - Açude dos Vianas,rural,2,185,92.5,1,0,1,39,Superior incompleto,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100163,-3.629696,-39.501067
FAM00164,Alto da Colina,Rua do Comércio - Alto da Colina,urbana,4,737,184.25,0,0,0,47,Fundamental incompleto,Outra,Rede geral,Vala a céu aberto,0,NIS100164,-3.620902,-39.505047
FAM00165,Novo Angelim,Rua José de Alencar,urbana,8,807,100.88,1,0,0,33,Superior incompleto,Madeira,Cisterna,Rede coletora,0,NIS100165,-3.62365,-39.504686
FAM00166,Ouro,Rua Nova - Ouro,rural,4,490,122.5,1,0,0,63,Não sabe ler/escrever,Taipa revestida,Poço,Vala a céu aberto,0,NIS100166,-3.624443,-39.511117
FAM00167,Novo Angelim,Rua do Mercado - Novo Angelim,urbana,4,241,60.25,1,0,0,46,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Vala a céu aberto,0,NIS100167,-3.626236,-39.502386
FAM00168,Água Fria,Rua do Comércio - Água Fria,rural,4,1704,426.0,1,0,0,24,Fundamental incompleto,Taipa revestida,Rede geral,Fossa rudimentar,0,NIS100168,-3.630007,-39.501223
FAM00169,Guaribuna,Rua Francisco Ferreira Fonteneles - Guaribuna,rural,4,808,202.0,0,0,0,78,Médio completo,Taipa revestida,Poço,Vala a céu aberto,0,NIS100169,-3.627831,-39.510912
FAM00170,Novo Angelim,Rua da Escola - Novo Angelim,urbana,3,354,118.0,0,0,0,48,Não sabe ler/escrever,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100170,-3.62369,-39.502201
FAM00171,Alto São João,Rua da Escola,urbana,4,294,73.5,1,0,0,18,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100171,-3.626375,-39.50259
FAM00172,Novo Angelim,Rua 7 de Setembro - Novo Angelim,urbana,5,1474,294.8,1,0,0,53,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100172,-3.624967,-39.501971
FAM00173,Casinhas,Rua do Cruzeiro,urbana,2,2495,1247.5,0,0,0,47,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Vala a céu aberto,0,NIS100173,-3.627203,-39.499639
FAM00174,Alto São João,Rua do Comércio - Alto São João,urbana,3,1305,435.0,0,0,0,55,Fundamental completo,Madeira,Rede geral,Fossa séptica,0,NIS100174,-3.624848,-39.500726
FAM00175,Barreiros,Rua da Escola - Barreiros,rural,7,57,8.14,1,0,0,40,Fundamental incompleto,Palha,Cisterna,Fossa rudimentar,0,NIS100175,-3.630695,-39.507406
FAM00176,Barreiros,Rua Francisco Ferreira Fonteneles,rural,4,2533,633.25,0,0,0,42,Médio completo,Taipa revestida,Cisterna,Fossa séptica,0,NIS100176,-3.628484,-39.507441
FAM00177,Prata dos Galdinos,Rua 7 de Setembro,rural,3,1340,446.67,0,0,0,69,Médio completo,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100177,-3.623149,-39.509551
FAM00178,Pedra Furada,Rua Francisco Ferreira Fonteneles - Pedra Furada,rural,2,262,131.0,1,0,0,55,Fundamental completo,Palha,Poço,Fossa rudimentar,0,NIS100178,-3.623467,-39.510501
FAM00179,Serra do Sítio,Avenida Central - Serra do Sítio,rural,3,312,104.0,1,0,0,18,Superior completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100179,-3.623126,-39.50791
FAM00180,Centro,Rua Francisco Ferreira Fonteneles - Centro,urbana,3,102,34.0,0,0,1,40,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100180,-3.620121,-39.503286
FAM00181,Prata dos Galdinos,Rua José de Alencar - Prata dos Galdinos,rural,1,1438,1438.0,0,0,0,56,Fundamental completo,Taipa revestida,Poço,Fossa séptica,0,NIS100181,-3.621075,-39.510323
FAM00182,Casinhas,Rua do Mercado - Casinhas,urbana,5,226,45.2,0,0,0,65,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100182,-3.626843,-39.500064
FAM00183,Casinhas,Rua do Comércio,urbana,6,116,19.33,1,0,0,35,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100183,-3.626525,-39.500124
FAM00184,Água Fria,Rua da Igreja - Água Fria,rural,3,263,87.67,1,0,0,29,Fundamental incompleto,Taipa revestida,Poço,Fossa séptica,0,NIS100184,-3.6291,-39.501438
FAM00185,Aguaí,Rua do Estádio - Aguaí,rural,3,1764,588.0,0,0,0,51,Médio completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100185,-3.626507,-39.504154
FAM00186,Bananal,Rua Principal - Bananal,rural,4,1041,260.25,0,0,0,27,Fundamental completo,Taipa não revestida,Cisterna,Vala a céu aberto,1,NIS100186,-3.627194,-39.50821
FAM00187,Lajedos,Rua Principal - Lajedos,urbana,6,618,103.0,1,0,1,36,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100187,-3.625207,-39.502857
FAM00188,Alto da Colina,Travessa do Sol - Alto da Colina,urbana,3,539,179.67,0,0,0,18,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100188,-3.62284,-39.505903
FAM00189,Apertada Hora,Rua do Mercado,rural,2,1285,642.5,0,0,0,18,Fundamental completo,Taipa revestida,Cisterna,Fossa séptica,0,NIS100189,-3.62842,-39.505537
FAM00190,Lajedos,Rua Nova,urbana,3,545,181.67,0,0,0,66,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100190,-3.623351,-39.503392
FAM00191,Lajedos,Rua São Pedro - Lajedos,urbana,3,254,84.67,1,0,0,32,Superior incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100191,-3.628414,-39.503822
FAM00192,Água Fria,Rua São Pedro,rural,4,618,154.5,0,0,0,29,Fundamental incompleto,Taipa revestida,Poço,Fossa séptica,0,NIS100192,-3.6299,-39.50196
FAM00193,Aguaí,Travessa do Sol - Aguaí,rural,4,3059,764.75,0,0,0,55,Médio completo,Taipa revestida,Poço,Fossa séptica,0,NIS100193,-3.625714,-39.505501
FAM00194,Lajedos,Rua São Pedro - Lajedos,urbana,6,454,75.67,0,0,1,56,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100194,-3.626385,-39.503614
FAM00195,Casinhas,Avenida Central,urbana,4,187,46.75,1,0,0,32,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,1,NIS100195,-3.626168,-39.501027
FAM00196,Angelim,Rua Nova - Angelim,urbana,5,627,125.4,1,0,0,63,Não sabe ler/escrever,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100196,-3.621431,-39.500888
FAM00197,Volta,Rua Nova - Volta,urbana,6,679,113.17,1,0,0,45,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100197,-3.62426,-39.500088
FAM00198,Angelim,Travessa do Sol - Angelim,urbana,3,1060,353.33,0,0,0,39,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100198,-3.623926,-39.500695
FAM00199,Baixa Grande,Rua do Cruzeiro,rural,3,236,78.67,0,0,0,33,Médio completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100199,-3.630823,-39.505549
FAM00200,Angelim,Rua José de Alencar - Angelim,urbana,1,365,365.0,0,0,0,48,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100200,-3.622499,-39.50127
FAM00201,Volta,Rua do Mercado - Volta,urbana,2,1401,700.5,0,0,0,30,Médio completo,Madeira,Cisterna,Rede coletora,0,NIS100201,-3.623079,-39.498005
FAM00202,Bela Vista,Rua Francisco Ferreira Fonteneles,urbana,3,1638,546.0,0,0,0,50,Não sabe ler/escrever,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100202,-3.621066,-39.501261
FAM00203,Mundaú,Rua São Pedro - Mundaú,rural,3,928,309.33,0,0,0,44,Superior incompleto,Taipa revestida,Poço,Fossa rudimentar,0,NIS100203,-3.62516,-39.509246
FAM00204,Lajedos,Rua Principal,urbana,5,814,162.8,1,0,0,39,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100204,-3.625215,-39.504705
FAM00205,Bela Vista,Rua da Igreja,urbana,6,789,131.5,1,0,0,60,Médio completo,Alvenaria sem revestimento,Poço,Vala a céu aberto,0,NIS100205,-3.620329,-39.503029
FAM00206,Alto da Colina,Rua da Igreja - Alto da Colina,urbana,3,238,79.33,0,0,0,39,Fundamental completo,Madeira,Poço,Fossa séptica,0,NIS100206,-3.62203,-39.504315
FAM00207,Bom Jesus,Rua do Comércio - Bom Jesus,rural,6,639,106.5,0,0,0,43,Fundamental completo,Palha,Poço,Fossa rudimentar,0,NIS100207,-3.627111,-39.508476
FAM00208,Volta,Rua do Mercado - Volta,urbana,3,104,34.67,1,0,0,38,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100208,-3.624616,-39.500478
FAM00209,Bela Vista,Rua do Mercado - Bela Vista,urbana,3,1690,563.33,0,0,0,26,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100209,-3.620142,-39.504611
FAM00210,Belmonte,Avenida Central - Belmonte,rural,4,173,43.25,0,0,0,42,Fundamental completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100210,-3.629174,-39.508763
FAM00211,Angelim,Rua do Comércio,urbana,5,339,67.8,1,0,0,53,Fundamental completo,Alvenaria sem revestimento,Cisterna,Fossa séptica,0,NIS100211,-3.621587,-39.501648
FAM00212,Alto São João,Rua do Estádio,urbana,4,307,76.75,1,0,0,18,Médio completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100212,-3.624992,-39.503021
FAM00213,Casinhas,Rua 7 de Setembro,urbana,2,154,77.0,0,0,0,46,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100213,-3.625602,-39.500403
FAM00214,Angelim,Rua São Pedro - Angelim,urbana,4,707,176.75,1,1,0,48,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100214,-3.622299,-39.500357
FAM00215,Sítio Pau Alto,Rua do Cruzeiro - Sítio Pau Alto,rural,4,259,64.75,0,0,0,38,Fundamental completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100215,-3.617889,-39.505009
FAM00216,Casinhas,Rua Francisco Ferreira Fonteneles - Casinhas,urbana,4,1414,353.5,0,0,0,36,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100216,-3.628904,-39.498165
FAM00217,Santa Úrsula,Rua do Estádio - Santa Úrsula,rural,1,122,122.0,1,0,0,37,Não sabe ler/escrever,Palha,Poço,Fossa séptica,0,NIS100217,-3.62044,-39.508555
FAM00218,Pedra Furada,Rua da Escola - Pedra Furada,rural,5,962,192.4,1,0,0,43,Fundamental completo,Taipa revestida,Poço,Vala a céu aberto,0,NIS100218,-3.623016,-39.508923
FAM00219,Santa Úrsula,Rua Principal - Santa Úrsula,rural,4,172,43.0,0,0,0,58,Médio completo,Alvenaria com revestimento,Cisterna,Fossa séptica,0,NIS100219,-3.619029,-39.507441
FAM00220,Baixa Grande,Rua da Escola - Baixa Grande,rural,3,447,149.0,0,0,0,30,Fundamental incompleto,Taipa revestida,Cisterna,Vala a céu aberto,0,NIS100220,-3.63076,-39.506157
FAM00221,Bela Vista,Rua do Mercado,urbana,4,112,28.0,0,0,0,42,Fundamental completo,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100221,-3.621664,-39.501077
FAM00222,Bela Vista,Rua 7 de Setembro,urbana,6,386,64.33,0,0,0,50,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100222,-3.622536,-39.502555
FAM00223,Casinhas,Rua do Comércio - Casinhas,urbana,4,166,41.5,0,0,0,38,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100223,-3.626087,-39.499601
FAM00224,Angelim,Rua da Escola - Angelim,urbana,1,750,750.0,0,0,0,49,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100224,-3.622762,-39.501798
FAM00225,Lajedos,Rua Nova - Lajedos,urbana,2,103,51.5,1,0,0,50,Superior incompleto,Alvenaria sem revestimento,Cisterna,Rede coletora,0,NIS100225,-3.626192,-39.501937
FAM00226,Volta,Rua Nova,urbana,3,92,30.67,1,0,0,56,Médio completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100226,-3.624932,-39.502268
FAM00227,Santa Úrsula,Rua do Cruzeiro - Santa Úrsula,rural,3,762,254.0,0,0,0,48,Fundamental completo,Taipa não revestida,Poço,Vala a céu aberto,0,NIS100227,-3.622393,-39.509572
FAM00228,Angelim,Rua da Igreja,urbana,7,2324,332.0,1,0,0,48,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100228,-3.621675,-39.501922
FAM00229,Ouro,Rua da Escola,rural,3,324,108.0,1,0,0,37,Fundamental incompleto,Taipa não revestida,Cisterna,Fossa séptica,0,NIS100229,-3.624067,-39.511913
FAM00230,Centro,Rua Principal,urbana,4,499,124.75,1,0,0,19,Médio completo,Outra,Rede geral,Fossa séptica,0,NIS100230,-3.621592,-39.502994
FAM00231,Santa Maria,Travessa do Sol - Santa Maria,rural,5,377,75.4,1,0,0,45,Médio completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100231,-3.623867,-39.508166
FAM00232,Angelim,Rua Francisco Ferreira Fonteneles - Angelim,urbana,1,1914,1914.0,0,0,0,32,Fundamental incompleto,Alvenaria com revestimento,Poço,Vala a céu aberto,1,NIS100232,-3.621185,-39.500515
FAM00233,Açude dos Vianas,Avenida Central - Açude dos Vianas,rural,7,734,104.86,1,0,0,25,Fundamental incompleto,Taipa revestida,Poço,Fossa rudimentar,0,NIS100233,-3.627678,-39.503357
FAM00234,Itamaraty,Rua do Cruzeiro - Itamaraty,urbana,5,178,35.6,0,0,0,46,Fundamental incompleto,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100234,-3.62211,-39.499341
FAM00235,Angelim,Rua do Comércio - Angelim,urbana,1,268,268.0,0,0,0,56,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100235,-3.621987,-39.503713
FAM00236,Alto São João,Rua da Igreja - Alto São João,urbana,6,290,48.33,0,0,0,51,Fundamental incompleto,Alvenaria sem revestimento,Cisterna,Rede coletora,0,NIS100236,-3.628195,-39.501879
FAM00237,Novo Angelim,Rua da Igreja - Novo Angelim,urbana,4,618,154.5,1,0,0,25,Médio completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100237,-3.624466,-39.503809
FAM00238,Açude dos Vianas,Rua Principal - Açude dos Vianas,rural,4,789,197.25,0,0,0,37,Médio completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100238,-3.628588,-39.502932
FAM00239,Aguaí,Rua do Mercado - Aguaí,rural,5,351,70.2,1,0,0,39,Superior completo,Taipa revestida,Rede geral,Vala a céu aberto,0,NIS100239,-3.624529,-39.505493
FAM00240,Itamaraty,Rua da Igreja - Itamaraty,urbana,3,1380,460.0,1,0,0,44,Fundamental incompleto,Madeira,Rede geral,Fossa séptica,0,NIS100240,-3.621153,-39.501336
FAM00241,Água Fria,Rua do Estádio - Água Fria,rural,6,328,54.67,1,0,0,54,Fundamental completo,Taipa não revestida,Cisterna,Fossa séptica,0,NIS100241,-3.63065,-39.501152
FAM00242,Ferrão,Rua São Pedro,rural,3,1294,431.33,0,0,0,46,Não sabe ler/escrever,Palha,Poço,Fossa rudimentar,0,NIS100242,-3.627015,-39.506934
FAM00243,Casinhas,Rua do Comércio - Casinhas,urbana,3,600,200.0,1,0,1,43,Não sabe ler/escrever,Madeira,Rede geral,Rede coletora,0,NIS100243,-3.626992,-39.499118
FAM00244,Novo Angelim,Rua do Comércio,urbana,3,2728,909.33,1,0,0,45,Superior incompleto,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100244,-3.623183,-39.501957
FAM00245,Centro,Rua da Escola - Centro,urbana,5,1406,281.2,0,0,0,24,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100245,-3.620913,-39.503905
FAM00246,Volta,Rua do Mercado - Volta,urbana,5,153,30.6,1,0,0,31,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100246,-3.624974,-39.497933
FAM00247,Centro,Rua do Mercado - Centro,urbana,3,479,159.67,1,0,0,45,Fundamental completo,Madeira,Cisterna,Rede coletora,0,NIS100247,-3.622947,-39.503489
FAM00248,Volta,Rua Nova,urbana,2,2342,1171.0,0,0,0,51,Médio completo,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100248,-3.621327,-39.500451
FAM00249,Santa Úrsula,Rua Nova - Santa Úrsula,rural,2,4911,2455.5,0,0,0,33,Fundamental completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100249,-3.619907,-39.509503
FAM00250,Santa Úrsula,Rua Principal - Santa Úrsula,rural,3,1046,348.67,1,0,0,45,Médio completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100250,-3.619199,-39.509156
FAM00251,Volta,Rua Nossa Senhora - Volta,urbana,2,982,491.0,0,0,0,56,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100251,-3.622984,-39.499359
FAM00252,Casinhas,Rua do Mercado - Casinhas,urbana,3,160,53.33,0,0,0,42,Fundamental completo,Outra,Rede geral,Rede coletora,0,NIS100252,-3.627529,-39.497936
FAM00253,Sobradinho,Travessa do Sol - Sobradinho,rural,5,576,115.2,1,0,0,49,Superior incompleto,Taipa revestida,Poço,Fossa séptica,0,NIS100253,-3.619241,-39.504885
FAM00254,Lajedos,Rua 7 de Setembro - Lajedos,urbana,4,1207,301.75,0,0,0,45,Fundamental completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100254,-3.625852,-39.503901
FAM00255,Itamaraty,Rua do Mercado - Itamaraty,urbana,2,1454,727.0,0,0,0,46,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100255,-3.619765,-39.503191
FAM00256,Alto da Colina,Rua do Estádio,urbana,5,1705,341.0,1,0,0,40,Superior incompleto,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100256,-3.623476,-39.503831
FAM00257,Itamaraty,Rua Nossa Senhora,urbana,3,378,126.0,1,0,0,21,Não sabe ler/escrever,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100257,-3.619734,-39.499313
FAM00258,Itamaraty,Rua do Mercado,urbana,4,147,36.75,1,0,0,49,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100258,-3.620312,-39.501464
FAM00259,Novo Angelim,Rua Francisco Ferreira Fonteneles - Novo Angelim,urbana,3,304,101.33,1,0,0,40,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100259,-3.622674,-39.501496
FAM00260,Bananal,Rua 7 de Setembro - Bananal,rural,7,3272,467.43,1,0,0,50,Não sabe ler/escrever,Alvenaria com revestimento,Cisterna,Fossa rudimentar,0,NIS100260,-3.627936,-39.507575
FAM00261,Carrapato,Rua Nossa Senhora,rural,7,365,52.14,1,0,0,27,Fundamental completo,Taipa revestida,Poço,Fossa séptica,1,NIS100261,-3.63014,-39.511895
FAM00262,Novo Angelim,Rua Nossa Senhora,urbana,4,216,54.0,1,0,0,57,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100262,-3.624553,-39.50375
FAM00263,Alto da Colina,Rua da Escola,urbana,8,775,96.88,0,0,0,37,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100263,-3.621214,-39.505431
FAM00264,Bananal,Rua Nossa Senhora,rural,6,569,94.83,1,0,0,36,Fundamental incompleto,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100264,-3.627801,-39.507464
FAM00265,São João,Rua Principal - São João,rural,4,1378,344.5,0,0,0,18,Fundamental completo,Taipa revestida,Poço,Fossa séptica,0,NIS100265,-3.617348,-39.507429
FAM00266,Novo Angelim,Rua do Estádio,urbana,4,890,222.5,0,0,0,53,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,1,NIS100266,-3.62621,-39.503425
FAM00267,Água Fria,Rua do Estádio - Água Fria,rural,4,221,55.25,1,0,0,41,Fundamental completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100267,-3.629376,-39.501006
FAM00268,Ouro,Rua Nova - Ouro,rural,5,561,112.2,1,0,0,53,Fundamental incompleto,Taipa revestida,Poço,Fossa rudimentar,0,NIS100268,-3.623902,-39.512677
FAM00269,Alto da Colina,Rua do Estádio - Alto da Colina,urbana,4,1641,410.25,0,0,0,58,Médio completo,Madeira,Rede geral,Rede coletora,0,NIS100269,-3.623899,-39.502676
FAM00270,Mundaú,Avenida Central - Mundaú,rural,3,384,128.0,0,0,0,48,Fundamental incompleto,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100270,-3.625917,-39.509785
FAM00271,Canto Escuro,Rua do Estádio,rural,7,1217,173.86,0,0,0,32,Médio completo,Palha,Rede geral,Fossa rudimentar,0,NIS100271,-3.630244,-39.509281
FAM00272,Alto da Colina,Rua Nova,urbana,5,314,62.8,0,0,0,22,Fundamental incompleto,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100272,-3.62305,-39.503226
FAM00273,Centro,Rua do Cruzeiro - Centro,urbana,4,379,94.75,0,0,0,35,Fundamental incompleto,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100273,-3.621645,-39.504262
FAM00274,Alto da Colina,Travessa do Sol - Alto da Colina,urbana,4,192,48.0,1,0,0,42,Fundamental incompleto,Alvenaria sem revestimento,Poço,Rede coletora,0,NIS100274,-3.623068,-39.503345
FAM00275,Carrapato,Rua da Escola - Carrapato,rural,5,1055,211.0,0,0,0,58,Fundamental incompleto,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100275,-3.628951,-39.510151
FAM00276,Bela Vista,Rua Nossa Senhora,urbana,4,227,56.75,1,0,0,74,Médio completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100276,-3.621287,-39.502492
FAM00277,Angelim,Avenida Central,urbana,1,526,526.0,0,0,0,44,Fundamental completo,Alvenaria com revestimento,Rede geral,Vala a céu aberto,1,NIS100277,-3.62241,-39.501546
FAM00278,Casinhas,Travessa do Sol - Casinhas,urbana,3,43,14.33,1,0,0,55,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100278,-3.628458,-39.501676
FAM00279,Santa Úrsula,Rua do Estádio - Santa Úrsula,rural,5,201,40.2,0,0,0,67,Fundamental completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100279,-3.620363,-39.509073
FAM00280,Casinhas,Avenida Central - Casinhas,urbana,3,758,252.67,1,0,0,51,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100280,-3.625391,-39.501364
